Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1591783800,7,1,5,1,0,0
1,1832099500,0,4,2,6,3,1
2,1986687700,7,3,5,3,0,0
3,2444464400,7,5,4,2,3,0
4,2756668800,5,3,5,7,1,1
5,1846063100,0,1,2,1,0,1
6,1730399600,0,5,2,7,3,1
7,1127985400,0,6,0,3,1,0
8,1454107400,2,1,2,5,1,1
9,2012619500,2,6,5,6,0,1
10,2393579700,2,5,2,2,1,0
11,1829117900,7,6,5,6,0,0
12,1328448400,0,2,2,4,3,1
13,1138979100,2,4,6,0,2,1
14,1320467900,0,3,2,1,2,1
15,703158200,5,1,3,1,0,0
16,711096700,2,7,3,6,2,1
