Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,776923700,0,6,0,0,1,0
1,610366900,7,3,5,3,0,0
2,543587100,7,2,5,0,3,0
3,414890800,0,3,2,1,2,1
4,443851300,7,4,7,0,1,0
5,479394000,7,6,6,6,0,0
6,459778400,6,6,4,4,3,0
7,439859800,7,0,6,1,2,0
8,397937400,6,1,5,2,2,0
9,360082600,4,4,1,7,2,0
10,294215000,5,2,5,4,1,1
11,184518500,0,4,2,6,3,1
12,195269200,2,6,0,4,3,0
13,132682400,0,4,2,6,3,1
14,172538800,2,6,2,5,1,0
15,102667000,7,1,5,3,2,0
16,153657500,0,2,1,3,3,1
17,255316600,5,3,3,3,0,0
18,140511300,3,3,5,3,0,1
19,367986100,5,3,7,3,0,1
20,152628800,1,3,0,2,3,0
21,127660300,0,0,2,2,3,1
22,216338000,2,2,4,2,0,1
23,277257300,7,3,5,5,2,0
24,371008100,5,5,4,4,3,0
25,435835400,0,2,1,1,2,1
26,328735800,1,1,1,4,1,1
27,340128100,4,4,2,6,2,0
28,153628900,2,6,4,4,2,1
29,207446000,4,2,3,2,0,0
30,944700,3,2,5,4,3,1
