Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,13971800,0,2,2,4,3,1
1,13962000,7,4,5,6,2,0
2,10970500,0,4,2,2,2,1
3,12965200,7,6,5,4,3,0
4,12960300,0,1,2,1,0,1
5,10972000,2,1,5,4,3,1
6,12007600,0,3,2,1,2,1
7,13013400,0,6,2,6,0,1
8,15956000,2,4,4,2,2,1
9,10966300,2,1,2,5,1,1
10,10748600,7,1,5,1,0,0
11,9974000,7,3,7,2,1,0
12,10970300,7,2,4,2,0,0
13,9097800,5,4,6,3,2,1
14,9973400,5,1,4,1,0,0
15,8977300,6,3,5,4,2,0
16,8975100,4,1,2,3,2,0
17,6898400,2,3,4,1,2,1
18,7981600,4,1,3,1,0,0
19,9685400,5,6,3,6,0,0
20,2992600,5,4,3,2,3,0
