Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,55852500,5,0,7,2,3,1
1,47811200,2,0,0,2,2,0
2,70639800,2,7,0,5,3,0
3,68819500,3,0,5,2,3,1
4,40891000,1,7,1,4,1,0
5,47872000,0,5,3,5,0,1
6,55054400,3,5,5,5,0,1
7,36812000,4,0,7,0,0,1
8,49767000,7,2,7,6,1,1
9,28923200,1,4,3,4,0,1
10,46336200,5,7,2,4,3,0
11,57871100,5,2,7,4,3,1
12,54852900,4,7,4,6,1,0
13,47871900,0,2,1,1,2,1
14,48199800,1,0,4,0,0,1
15,43882800,3,7,6,4,2,1
16,44875500,2,4,0,6,2,0
17,59834900,7,6,7,3,1,0
18,49865600,6,7,6,3,1,0
19,51862100,3,4,1,6,2,0
20,49771100,1,1,0,2,2,0
21,68964200,7,3,5,3,0,0
