Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,69812400,0,1,2,3,3,1
1,61825100,7,5,5,5,0,0
2,54852600,7,4,5,2,3,0
3,50899100,2,3,5,3,0,1
4,41911500,0,4,1,4,0,1
5,40926600,5,3,3,5,2,0
6,33900700,7,1,6,1,0,0
7,30094100,6,1,7,1,0,1
8,33910500,7,3,6,2,3,0
9,27946300,6,2,4,4,2,0
10,32592600,0,6,2,4,2,1
11,36818600,4,4,7,4,0,1
12,23935700,0,3,2,5,3,1
13,40832600,2,5,0,5,0,0
14,29920000,0,5,1,4,2,1
15,33088400,1,4,2,3,2,1
16,31015500,2,3,1,4,2,0
17,36005900,7,1,6,2,2,0
18,40709400,1,4,2,5,3,1
19,38749400,2,5,2,6,1,1
20,40892600,2,6,4,4,2,1
21,28823900,4,4,4,1,1,0
22,996100,6,2,4,2,0,0
