Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,65857400,0,1,0,7,1,1
1,55971500,7,4,5,2,3,0
2,53877500,7,3,5,3,0,0
3,49865100,0,3,2,3,0,1
4,49866400,0,6,2,4,2,1
5,39117600,0,4,2,6,3,1
6,50973000,2,4,0,6,2,0
7,41859500,7,2,5,4,2,0
8,50900700,7,1,5,1,0,0
9,49582400,0,6,3,6,0,1
10,50921800,3,6,6,6,0,1
11,52857200,2,6,0,4,3,0
12,62832100,5,1,7,3,3,1
13,50870500,5,4,5,6,1,1
14,55026800,0,4,2,6,3,1
15,53857400,2,6,5,3,2,1
16,50868200,5,6,5,4,1,0
17,53623200,6,6,7,7,3,1
18,50865100,0,7,0,5,1,0
19,100732200,7,3,5,5,2,0
20,52862500,5,4,5,7,1,1
21,49420300,5,7,4,6,3,0
22,42884000,5,5,3,3,3,0
23,47368200,7,7,5,5,3,0
24,41831700,0,5,4,5,0,1
25,30526800,7,6,6,5,3,0
