Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,48870400,2,7,0,5,3,0
1,42885900,2,0,0,2,2,0
2,66398000,5,7,7,5,2,1
3,62651700,5,0,2,3,2,0
4,58741800,3,0,5,2,3,1
5,66857800,4,7,4,5,1,0
6,61835100,4,0,3,1,2,0
7,66839800,5,2,7,2,0,1
8,67818000,1,0,4,3,3,1
9,78788800,3,1,4,0,2,1
10,55735800,0,2,1,1,2,1
11,67817700,4,3,2,5,2,0
12,71711000,2,3,5,3,0,1
13,98085900,1,1,3,3,3,1
14,85770300,3,3,0,3,0,0
15,138628200,7,5,5,3,3,0
16,74800500,0,3,1,2,2,1
17,92748600,1,2,2,1,2,1
18,92753400,2,5,1,4,3,0
19,98582800,2,1,2,0,1,0
20,90756200,1,7,0,6,3,0
21,79816900,5,3,7,5,3,1
22,79711300,6,0,3,3,2,0
23,91678300,2,0,0,0,0,0
24,159573600,0,6,3,6,0,1
