Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,20948100,3,0,5,2,3,1
1,18948800,5,7,5,4,1,0
2,17994000,4,7,5,6,2,1
3,15993500,4,0,2,2,2,0
4,14989100,2,2,1,1,3,0
5,15986500,5,4,7,4,0,1
6,16990000,1,1,4,1,0,1
7,14358800,5,0,6,1,3,1
8,13962300,1,0,1,2,1,1
9,15005900,6,0,5,0,0,0
10,13010300,1,7,3,5,2,1
11,13964200,2,7,4,5,2,1
12,16759700,3,5,1,7,2,0
13,12942900,5,0,3,2,2,0
14,12407600,3,7,2,6,3,0
15,14865600,6,1,6,4,1,1
16,11968300,4,5,3,5,0,0
17,13555600,3,5,4,5,0,1
18,8976500,1,2,2,1,2,1
19,6981600,2,1,3,0,2,1
