Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,14000200,0,4,2,2,2,1
1,13954300,7,4,5,2,3,0
2,14981500,0,6,2,4,2,1
3,15994300,7,6,5,6,0,0
4,14996100,7,2,3,2,0,0
5,15995200,5,6,4,6,0,0
6,18129400,7,5,6,6,2,0
7,18158400,0,2,2,0,2,1
8,17938200,0,1,4,1,0,1
9,18988400,2,0,1,1,2,0
10,16991900,4,1,7,4,3,1
11,17985800,7,4,5,4,0,0
12,20182000,0,5,1,6,3,1
13,23677700,7,1,6,0,3,0
14,19854900,5,4,3,2,3,0
15,23948500,6,6,4,4,3,0
16,24935000,0,3,0,4,1,1
17,22938600,2,4,6,4,0,1
18,26288900,6,4,6,7,1,1
19,52885100,6,7,4,5,3,0
20,4977800,3,2,3,0,1,0
