Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,6992000,2,0,0,2,2,0
1,4987000,5,0,7,2,3,1
2,4986300,3,0,5,2,3,1
3,5022900,1,0,1,2,1,1
4,4986900,4,0,2,2,2,0
5,4982000,3,7,5,5,2,1
6,5983600,6,7,2,7,0,0
7,6980400,1,2,1,4,1,1
8,7024700,2,7,5,7,0,1
9,5028800,1,4,1,6,1,1
10,5029400,5,7,5,5,1,0
11,10966300,1,6,1,4,1,0
12,6982400,6,0,3,3,2,0
13,7979100,3,3,6,6,3,1
14,15953300,1,4,3,6,3,1
15,6981400,4,7,4,6,1,0
16,6982200,5,5,5,3,1,0
17,7017800,6,6,4,4,3,0
18,3988900,3,6,4,7,3,1
19,4977000,4,7,3,6,3,0
20,2991500,5,3,2,6,2,0
