Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,5980300,5,7,7,5,2,1
1,5365200,2,7,0,5,3,0
2,6979200,6,7,6,5,1,0
3,4986000,6,0,4,2,2,0
4,5030200,1,7,4,7,0,1
5,6229300,3,7,1,7,0,0
6,3990200,4,2,7,5,3,1
7,5985000,1,7,1,4,1,0
8,4960000,0,5,2,5,0,1
9,4984500,3,0,3,2,1,1
10,5040300,2,5,0,3,3,0
11,4973800,7,5,7,3,1,0
12,5032900,4,0,6,2,3,1
13,4976600,0,3,0,5,1,1
14,5013800,6,2,7,1,2,1
15,1994200,7,3,6,2,3,0
16,8013800,7,1,7,2,1,1
17,7980100,7,2,7,1,1,0
18,5021600,0,5,1,4,2,1
19,6981200,1,4,1,6,1,1
20,5985000,7,1,7,0,1,0
21,4952000,1,6,1,5,1,0
22,6017700,1,5,2,5,0,1
23,7976700,6,2,7,2,0,1
24,4988100,7,2,6,1,3,0
25,2991800,2,5,5,2,2,1
