Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,1751339600,5,0,7,2,3,1
1,2070053600,3,7,5,5,2,1
2,2809688100,5,7,2,4,3,0
3,2826061000,1,0,3,2,3,1
4,2943012500,2,7,0,5,3,0
5,4854392600,3,0,5,2,3,1
6,1704472900,4,0,2,2,2,0
7,2159241300,2,4,3,4,0,1
8,2052551800,6,0,4,0,0,0
9,1648591500,4,0,4,3,1,1
10,1661556500,1,7,2,6,2,1
11,2023590200,3,2,7,6,3,1
12,2547231700,0,5,1,4,2,1
13,1748321500,4,3,4,0,1,0
14,1859058900,1,4,1,2,1,0
15,1641603400,1,2,0,3,2,0
16,2228081800,2,6,1,5,3,0
17,1892981900,4,7,2,7,0,0
18,2097447300,7,6,5,4,3,0
19,2032729700,6,7,6,6,1,0
20,2023590700,5,2,7,4,3,1
21,1516943800,7,2,6,1,3,0
22,2068467900,2,2,3,2,0,1
