Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,10973300,5,7,5,4,1,0
1,10234800,5,0,3,2,2,0
2,9889500,2,0,0,2,2,0
3,9978300,3,0,5,2,3,1
4,10270100,1,7,0,6,3,0
5,12967300,3,2,7,2,0,1
6,14944600,3,7,3,5,1,0
7,12966300,5,2,2,2,0,0
8,14954600,2,2,5,2,0,1
9,12990400,4,0,4,2,1,1
10,13960600,3,5,3,4,1,0
11,12964000,3,4,5,2,2,1
12,14960300,4,2,4,0,1,0
13,17416600,0,2,2,4,3,1
14,14987700,2,4,3,5,3,1
15,16954300,3,5,7,5,0,1
16,14960500,5,4,3,4,0,0
17,22690800,5,2,5,3,1,1
18,13961400,1,0,1,1,1,1
19,16720700,3,4,3,3,1,0
20,14355800,2,7,2,5,1,0
21,16864200,7,5,4,5,0,0
22,16954400,3,3,5,3,0,1
