Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,10039308800,0,3,2,1,2,1
1,13545135900,7,5,4,5,0,0
2,13001327300,0,5,2,7,3,1
3,9920299700,7,3,5,1,3,0
4,8843675200,0,1,2,3,3,1
5,16572936100,0,2,3,2,0,1
6,14392355400,7,1,3,1,0,0
7,9071747700,3,1,6,1,0,1
8,7077914600,6,1,4,3,2,0
9,14646774300,7,6,6,7,2,0
10,13007444000,7,2,5,0,3,0
11,11379615700,5,0,5,3,1,1
12,14050267000,2,3,6,3,0,1
13,12140763400,3,2,2,3,2,0
14,8143372700,0,4,3,4,0,1
15,9204159800,6,3,6,0,1,0
16,6877495800,3,4,1,6,2,0
17,4077867300,4,5,2,5,0,0
18,4955950600,6,7,3,4,3,0
19,4261516800,5,3,5,5,1,1
20,5548826900,1,6,3,6,0,1
21,3390262400,5,5,6,6,3,1
22,2883843800,6,0,4,2,2,0
23,3936774200,2,1,4,1,0,1
24,3689561500,7,4,6,4,0,0
25,3932860900,4,3,6,1,2,1
26,3827324400,4,1,2,1,0,0
27,6621962300,2,7,4,5,2,1
28,10962020000,3,6,3,5,1,0
29,8825592800,3,5,3,4,1,0
30,8283397400,3,4,0,1,3,0
31,8504017700,6,4,7,3,2,1
32,8336412100,2,1,2,4,1,1
