Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,3451927300,4,7,6,5,2,1
1,3761190500,5,7,3,5,3,0
2,2258505000,2,0,5,3,3,1
3,3485718400,3,0,5,2,3,1
4,4236678000,5,3,7,3,0,1
5,5480346900,6,0,7,1,3,1
6,3546555600,3,5,1,3,3,0
7,5155895900,4,0,0,0,0,0
8,2261951100,1,3,2,2,2,1
9,3090736100,6,7,4,5,3,0
10,5258939600,0,0,3,3,3,1
11,10852314400,2,2,1,3,2,0
12,9661170000,4,5,6,7,3,1
13,6223227500,1,7,4,4,2,1
14,9466755800,4,4,4,5,1,1
15,6461757100,3,3,4,2,2,1
16,7079611600,1,3,2,2,2,1
17,3402710600,4,2,0,2,0,0
18,4717386600,5,2,6,3,3,1
19,3236376400,0,2,0,5,1,1
20,4225700900,4,5,0,5,0,0
21,3034923200,6,3,4,3,0,0
22,3906155400,3,7,6,4,2,1
23,3247492800,7,1,7,3,1,1
24,4338401000,7,3,7,1,1,0
25,2863305700,6,5,4,5,0,0
26,2852371900,2,2,2,3,1,1
27,2363795100,0,5,2,5,0,1
28,2916005500,4,3,6,5,3,1
29,3146268300,2,3,0,5,2,0
30,1860924000,0,5,0,7,1,1
31,2090181100,2,5,2,7,1,1
32,2040542000,6,4,7,3,2,1
33,1589746800,1,0,0,1,2,0
34,3333758800,5,0,5,2,1,1
35,1668085900,5,2,5,1,1,0
36,3737663000,6,5,4,3,3,0
37,3576371300,7,3,5,3,0,0
38,3301980400,5,3,7,3,0,1
39,3129326800,6,7,6,6,1,0
40,4265595300,4,5,6,7,3,1
41,2778603800,6,6,7,7,3,1
42,3683619300,6,7,6,5,1,0
43,5618974300,0,7,2,5,2,1
44,5700790600,5,1,2,1,0,0
45,2649914200,7,1,4,1,0,0
46,2879341800,4,3,2,3,0,0
47,2644793900,6,5,6,3,1,0
48,2426512800,6,3,4,5,2,0
49,2177180300,2,5,1,6,2,0
50,2605035000,1,6,0,7,2,0
51,5339722800,4,5,4,3,1,0
52,4761269000,7,3,6,2,3,0
53,2267868000,6,2,5,2,0,0
54,4304514400,2,1,5,1,0,1
55,4602693400,0,7,3,7,0,1
