Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,670618000,3,0,1,2,2,0
1,859700500,5,7,7,5,2,1
2,554518700,5,0,5,3,1,1
3,644276500,3,7,4,6,2,1
4,909569400,1,0,3,2,3,1
5,1389017800,1,7,1,5,1,0
6,1056177600,1,5,0,4,3,0
7,1632285600,2,0,0,2,2,0
8,1388336700,4,6,2,4,3,0
9,1414258000,2,7,0,5,3,0
10,1273097100,5,3,7,3,0,1
11,772808800,0,5,1,6,3,1
12,1861907800,7,3,4,3,0,0
13,918545800,3,2,6,2,0,1
14,910644400,4,3,2,1,3,0
15,1221764000,4,7,4,5,1,0
16,1353419100,2,1,4,3,3,1
17,1002320700,2,4,2,3,1,0
18,759083500,4,5,3,6,2,0
19,1028674500,1,2,3,0,2,1
20,1106011800,3,6,1,4,3,0
21,1570801600,3,0,2,1,2,0
22,1865059600,2,3,4,3,0,1
23,1528589400,4,3,6,5,3,1
24,1473730600,6,5,3,5,0,0
25,1459546400,0,4,3,4,0,1
26,1259568900,3,4,3,7,1,1
27,1683489700,4,0,3,1,2,0
