Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,63956900,4,7,2,5,3,0
1,57875500,4,0,2,2,2,0
2,49797400,5,7,7,5,2,1
3,55875800,3,0,5,2,3,1
4,42885300,3,7,7,7,0,1
5,40521200,1,0,1,2,1,1
6,42301500,2,7,4,5,2,1
7,41188500,1,2,1,4,1,1
8,35935800,6,7,3,7,0,0
9,38931000,5,0,3,2,2,0
10,40867000,6,0,4,0,0,0
11,41896500,3,7,1,5,3,0
12,34908000,1,4,4,4,0,1
13,30915000,1,5,3,7,3,1
14,39987400,1,7,1,6,1,0
15,42351700,3,7,2,6,3,0
16,54855000,2,6,3,7,3,1
17,45877400,3,7,5,7,0,1
18,40892100,4,4,2,4,0,0
19,40720400,2,4,2,6,1,1
20,43883100,5,7,5,5,1,0
21,47940700,2,6,3,7,3,1
22,45877100,5,5,6,5,0,1
23,44881500,7,7,5,7,0,0
24,51699200,3,7,1,7,0,0
25,45902700,5,7,7,7,0,1
26,46874000,1,7,0,6,3,0
27,52673600,7,7,6,7,0,0
28,47872000,6,5,5,5,0,0
29,55850100,5,5,4,4,3,0
30,50864100,4,4,5,5,3,1
31,53990300,5,5,4,4,3,0
32,59433300,4,4,6,2,2,1
33,47872400,6,2,6,4,1,1
34,63764700,0,6,0,4,1,0
35,60837400,6,7,7,7,0,1
36,53371800,0,4,0,2,1,0
37,51861800,6,4,6,5,1,1
38,50864300,6,5,4,5,0,0
39,51860800,4,5,2,5,0,0
40,56847900,2,5,2,3,1,0
41,41607100,0,2,1,3,3,1
