Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,107712800,7,4,5,6,2,0
1,80705400,0,5,3,5,0,1
2,91665200,7,2,5,4,2,0
3,87765900,0,2,2,2,0,1
4,150595700,2,2,5,2,0,1
5,152453400,7,6,4,3,3,0
6,100732600,4,3,2,1,3,0
7,110721500,0,3,2,3,0,1
8,94747500,5,2,4,1,3,0
9,78790300,4,1,5,2,3,1
10,140356500,5,2,4,1,3,0
11,120690800,2,3,3,3,0,1
12,188493900,7,5,4,5,0,0
13,98727600,0,4,1,3,2,1
14,78787900,0,6,3,3,2,1
15,100658500,1,3,3,3,0,1
16,114692400,3,3,3,7,1,1
17,55797700,5,6,1,2,3,0
18,47871700,1,2,1,4,1,1
19,66821800,4,5,1,5,0,0
20,83776300,1,5,3,7,3,1
21,60831800,2,1,2,2,1,1
22,74800500,0,1,0,2,1,1
23,61926300,3,7,4,7,0,1
24,102724700,4,1,2,1,0,0
25,90756800,2,1,3,0,2,1
