Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,4845083000,2,7,0,5,3,0
1,5595265600,5,0,7,2,3,1
2,2167976200,5,7,7,5,2,1
3,4073109700,3,0,3,2,1,1
4,3493564200,1,0,4,3,3,1
5,3449596000,3,7,3,5,1,0
6,4338400500,6,7,6,5,1,0
7,5026823000,7,5,7,7,1,1
8,15238723700,6,0,3,0,0,0
9,9361968100,6,5,6,7,1,1
10,5188126900,3,0,6,0,0,1
11,8461376700,6,7,6,5,1,0
12,5609002900,2,0,1,1,2,0
13,7532896800,1,1,1,3,1,1
14,4861926100,7,2,5,2,0,0
15,2205103900,7,7,7,6,1,0
16,3722048900,7,6,5,4,3,0
17,3240870000,4,0,4,2,1,1
18,1979708300,6,0,7,1,3,1
19,2758624600,4,7,2,7,0,0
20,1607763000,2,7,4,5,2,1
21,2881179300,4,2,4,4,1,1
22,4799166400,4,5,2,3,3,0
23,5370641500,7,1,7,2,1,1
24,3108686800,4,4,4,5,1,1
25,3833945700,1,7,2,7,0,1
26,1735412700,7,2,7,3,1,1
27,2448389200,7,3,7,2,1,0
28,1309498900,2,7,1,7,0,0
29,949460600,7,2,6,1,3,0
30,1400594400,6,1,5,0,3,0
31,2728219900,5,0,4,0,0,0
32,1432080200,1,7,3,7,0,1
33,1937609100,4,0,3,0,0,0
34,1337300800,3,0,2,0,0,0
35,1109035900,2,0,1,0,0,0
36,1040219000,1,0,0,1,2,0
