Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,11176118600,7,3,5,1,3,0
1,9271209800,0,4,2,6,3,1
2,7277360400,0,2,2,4,3,1
3,11059329600,7,4,5,6,2,0
4,17162348700,0,3,1,2,2,1
5,16463493700,7,6,4,3,3,0
6,17578050700,7,1,3,5,2,0
7,35245760900,1,2,4,5,3,1
8,15158145300,0,1,3,4,3,1
9,23400197800,3,4,6,7,3,1
10,18041165000,3,5,0,5,0,0
11,8697585300,0,5,2,3,2,1
12,10397200400,4,5,6,5,0,1
13,16059133400,6,5,3,2,3,0
14,9893593300,4,3,1,3,0,0
15,5728768000,3,2,5,2,0,1
16,5308493200,2,3,3,2,2,1
17,5420541900,3,2,5,4,3,1
18,6514580400,5,2,7,2,0,1
19,5873295500,5,1,3,1,0,0
20,4114997100,7,2,5,2,0,0
21,8122703000,1,3,1,1,1,0
22,7822084200,0,6,3,6,0,1
23,5420504800,2,6,2,3,1,0
24,10441083000,2,3,3,2,2,1
25,5385633900,3,1,3,4,1,1
26,3307157200,2,4,1,3,3,0
27,5519529900,1,1,0,1,0,0
28,2407468500,0,1,4,5,3,1
29,259144500,5,2,6,3,3,1
30,1104933900,1,3,2,4,3,1
31,567482500,3,4,3,7,1,1
32,595407700,3,2,2,3,2,0
33,455885200,6,3,4,3,0,0
34,176474500,5,4,2,7,2,0
35,323136400,4,5,3,5,0,0
36,1210347100,5,6,4,7,2,0
37,998000,4,3,3,4,2,0
