Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,74834800,0,4,2,2,2,1
1,54764600,7,3,5,3,0,0
2,71797900,7,5,5,3,3,0
3,103721100,2,2,2,3,1,1
4,50782600,7,1,5,1,0,0
5,55797500,5,3,3,5,2,0
6,70846100,0,3,2,5,3,1
7,52807400,0,1,1,0,2,1
8,41887500,0,6,2,6,0,1
9,53218200,5,1,3,3,2,0
10,61943200,7,6,5,6,0,0
11,53855900,5,6,5,4,1,0
12,92751400,2,6,1,5,3,0
13,63830000,5,4,7,6,3,1
14,66820900,7,2,6,1,3,0
15,83776600,1,5,1,2,1,0
16,83775900,1,2,1,5,1,1
17,102574700,6,1,7,2,3,1
18,132638000,7,6,5,4,3,0
19,86634200,5,4,5,5,1,1
20,169546600,1,5,2,6,3,1
21,120674100,7,2,5,2,0,0
22,150598400,7,4,7,3,1,0
23,128657900,5,2,6,1,2,1
24,131494600,7,3,6,2,3,0
25,97293900,2,6,0,4,3,0
26,48869500,5,5,5,4,1,0
27,46876000,5,4,7,6,3,1
28,42920400,7,6,6,7,2,0
29,78791500,6,7,5,6,3,0
30,59841100,5,6,4,7,2,0
31,78424200,4,7,7,7,0,1
32,63828500,7,7,4,7,0,0
33,49882900,0,4,2,6,3,1
34,62833300,2,6,4,6,0,1
