Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,44913200,2,0,0,2,2,0
1,56887100,5,0,5,3,1,1
2,56684400,2,7,0,5,3,0
3,66821000,1,0,3,2,3,1
4,34906600,3,0,0,0,0,0
5,54880900,0,2,3,5,3,1
6,43883300,4,7,2,5,3,0
7,34906500,2,5,2,3,1,0
8,32962500,0,5,0,3,1,0
9,43884400,3,7,3,3,1,0
10,50864500,3,2,1,0,3,0
11,49234300,2,3,1,4,2,0
12,57845500,3,3,5,5,3,1
13,42299500,1,4,3,6,3,1
14,54852900,6,0,2,0,0,0
15,61561300,5,7,6,6,2,1
16,54853600,3,5,2,4,3,0
17,53906400,4,0,4,1,1,1
18,101045000,5,5,6,4,2,1
19,66821800,4,1,4,2,1,1
20,60975000,1,0,2,1,3,1
21,51946700,6,7,4,7,0,0
22,64581600,3,6,3,7,1,1
23,73804200,6,4,6,1,1,0
24,125167900,4,2,6,4,3,1
25,53855800,6,6,6,2,1,0
26,48198900,4,7,4,6,1,0
27,53882400,6,2,7,3,3,1
28,81780100,2,0,4,2,3,1
29,57844500,2,1,4,1,0,1
30,48957300,4,2,2,0,3,0
31,52960200,7,3,6,2,3,0
32,63830000,4,6,4,3,1,0
33,107711000,1,7,0,6,3,0
