Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,149600000,7,4,5,6,2,0
1,104720200,0,3,2,1,2,1
2,84773500,0,2,3,2,0,1
3,79786300,2,1,5,1,0,1
4,148632200,0,4,2,4,0,1
5,83236300,7,6,5,4,3,0
6,154580600,0,6,2,6,0,1
7,181566500,3,2,3,4,1,1
8,127408300,2,4,2,1,1,0
9,160602700,7,1,3,1,0,0
10,117574100,3,1,6,4,3,1
11,156609100,5,6,1,2,3,0
12,89761900,6,4,4,2,3,0
13,113630100,0,1,3,1,0,1
14,112683200,2,6,2,3,1,0
15,153590000,2,3,5,6,3,1
16,101780200,5,6,6,6,0,1
17,136749400,3,4,1,4,0,0
18,106648600,7,2,4,5,2,0
19,114742200,2,1,4,3,3,1
20,121716000,1,4,3,6,3,1
21,129518900,5,4,6,4,0,1
22,83775400,4,3,2,5,2,0
23,115728200,3,1,3,3,1,1
24,129657900,6,4,3,1,3,0
25,110737500,2,5,5,5,0,1
26,62867600,1,2,3,4,3,1
