Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,51920200,2,7,0,5,3,0
1,39821000,5,0,3,2,2,0
2,43882300,5,7,7,5,2,1
3,53727200,3,7,3,4,1,0
4,55851300,1,0,1,2,1,1
5,96737900,3,0,7,0,0,1
6,64878900,6,0,6,2,1,1
7,81789100,7,5,5,5,0,0
8,80785400,5,5,7,3,2,1
9,95749700,7,3,6,4,2,0
10,95743500,6,7,7,6,2,1
11,101728600,2,0,4,2,3,1
12,86768600,0,5,1,4,2,1
13,73237600,1,4,2,3,2,1
14,174532300,7,6,6,6,0,0
15,123539600,6,6,7,7,3,1
16,64826000,1,7,3,5,2,1
17,54661700,3,5,4,5,0,1
18,89758700,4,7,5,6,2,1
19,71807700,5,6,3,6,0,0
20,49854300,7,7,7,5,1,0
21,79787300,7,5,5,5,0,0
22,37913400,4,0,2,0,0,0
23,40015000,7,0,5,0,0,0
24,68033200,5,0,7,0,0,1
25,103758900,6,2,6,4,1,1
