Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,2270928600,2,7,0,5,3,0
1,2290839300,5,7,7,5,2,1
2,8166203100,5,0,7,2,3,1
3,1597727600,4,7,6,5,2,1
4,4386273500,6,0,6,4,1,1
5,1674559600,7,5,7,1,1,0
6,2436489500,0,5,0,3,1,0
7,3575197400,3,7,6,4,2,1
8,5769573900,6,5,6,2,1,0
9,1791211700,6,7,4,7,0,0
10,4379388600,4,0,4,2,1,1
11,2886283500,3,0,1,2,2,0
12,1737889800,1,0,1,2,1,1
13,1485030700,7,1,6,0,3,0
14,2570128700,6,4,7,4,0,1
15,1340451500,6,2,6,4,1,1
16,1689227000,6,4,6,2,1,0
17,1684496900,7,2,6,1,3,0
18,2498965200,6,0,7,1,3,1
19,3701104300,7,4,7,2,1,0
20,2641936400,7,2,7,0,1,0
21,4787253200,6,1,5,0,3,0
22,2953357400,4,2,3,1,3,0
23,3535888200,7,1,6,0,3,0
24,5604419900,5,0,4,1,2,0
25,2204108100,4,1,1,1,0,0
26,3791892500,3,1,0,1,0,0
27,3320039900,6,2,7,3,3,1
