Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,13384520900,0,4,2,6,3,1
1,7050013100,7,3,5,1,3,0
2,10815148200,0,2,2,0,2,1
3,9493440400,0,1,3,1,0,1
4,8712745500,7,4,6,4,0,0
5,7591909900,2,0,6,4,3,1
6,8485311900,0,6,2,4,2,1
7,8473508800,7,6,7,3,1,0
8,9185439100,2,6,5,3,2,1
9,8838879500,5,3,1,7,2,0
10,8402149700,7,3,5,3,0,0
11,8057806500,1,7,1,5,1,0
12,10319454800,1,5,1,2,1,0
13,7469067100,2,4,2,5,1,1
14,7598683500,5,3,3,3,0,0
15,6401883400,3,3,1,3,0,0
16,4828090400,3,1,1,1,0,0
17,6652694000,1,3,2,4,3,1
18,8481669500,2,4,1,3,3,0
19,14335084800,5,1,5,2,1,1
20,11007601500,5,2,6,3,3,1
21,20427004900,1,3,4,3,0,1
22,14181471200,4,3,1,6,2,0
23,16985212800,2,5,1,5,0,0
24,17448156000,6,3,6,6,1,1
25,21239228000,1,6,1,2,1,0
26,7981957300,1,2,0,1,3,0
27,5275814600,6,6,4,4,3,0
28,3056856700,1,5,3,3,2,1
