Move,Time of computation,row, col, new_row, new_col, orientation, direction
0,155583300,0,2,2,2,0,1
1,144662400,0,6,2,4,2,1
2,79787600,7,4,5,6,2,0
3,52893000,7,5,5,3,3,0
4,138702600,0,4,2,6,3,1
5,172476100,2,2,4,0,2,1
6,105714700,4,0,3,1,2,0
7,99557200,3,1,2,2,2,0
8,183733000,5,3,4,2,3,0
9,173535800,7,6,5,4,3,0
10,172719300,7,3,7,5,1,1
11,125494700,5,4,6,3,2,1
12,341967500,6,3,5,4,2,0
13,272272000,7,1,7,3,1,1
14,203454200,7,3,6,2,3,0
15,242387600,7,5,7,4,1,0
16,272273100,0,1,0,4,1,1
17,177469300,7,4,7,5,1,1
18,269355300,7,5,7,6,1,1
19,265291100,7,6,3,2,3,0
20,103724300,0,4,0,1,1,0
21,243128000,4,2,4,1,1,0
22,178459000,5,4,3,6,2,0
23,112700100,2,6,4,4,2,1
24,119716500,5,6,3,6,0,0
25,82778500,4,4,6,4,0,1
26,224471800,2,2,6,6,3,1
27,133522200,4,1,4,0,1,0
28,203455800,4,0,6,0,0,1
29,196368400,3,6,2,5,3,0
30,169546100,6,0,4,0,0,0
31,272272000,3,2,4,3,3,1
32,147688800,4,0,4,3,1,1
33,137631600,6,4,4,6,2,0
34,142617100,6,6,6,4,1,0
35,191488700,4,3,3,2,3,0
36,195507800,4,6,6,6,0,1
37,187500200,6,6,4,6,0,0
38,214319300,3,2,4,1,2,1
39,294213400,4,1,4,4,1,1
40,164505700,6,4,6,6,1,1
41,136508500,6,2,5,1,3,0
42,185345700,6,6,4,4,3,0
43,131704900,5,1,3,1,0,0
44,139628100,4,4,5,3,2,1
45,139627200,5,3,4,4,2,0
46,40899500,4,4,2,2,3,0
